City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
236,Ulaangom,MN,2021-10-09 20:43:55,49.9811,92.0667,32.05,59,0,3.13,clear sky
237,Kamenka,RU,2021-10-09 20:43:56,51.3223,42.7678,41.7,66,36,6.51,scattered clouds
238,Deori Khas,IN,2021-10-09 20:43:56,23.4,79.0167,71.8,65,41,3.85,scattered clouds
239,Dzhebariki-Khaya,RU,2021-10-09 20:43:57,62.2167,135.8,31.59,94,100,6.76,overcast clouds
240,Ismailia,EG,2021-10-09 20:41:41,30.6043,32.2723,70.36,74,0,7.58,clear sky
241,Llangefni,GB,2021-10-09 20:43:57,53.2556,-4.3106,59.65,94,75,5.75,broken clouds
242,Soyo,AO,2021-10-09 20:43:57,-6.1349,12.3689,76.62,82,55,8.16,broken clouds
243,Darhan,MN,2021-10-09 20:42:16,49.4867,105.9228,33.66,60,1,6.82,clear sky
244,Qaanaaq,GL,2021-10-09 20:43:58,77.484,-69.3632,28.26,80,100,13.51,overcast clouds
245,Chengde,CN,2021-10-09 20:43:58,40.9725,117.9361,49.06,52,44,12.03,scattered clouds
246,Pangody,RU,2021-10-09 20:43:59,65.85,74.4859,26.71,81,74,14.9,broken clouds
247,Jahanabad,IN,2021-10-09 20:43:59,25.2167,84.9833,75.04,75,4,4.47,clear sky
248,Concepcion Del Oro,MX,2021-10-09 20:44:00,24.6333,-101.4167,76.53,25,0,3.06,clear sky
249,Wuda,CN,2021-10-09 20:44:00,39.4994,106.7117,39.72,29,8,3.13,clear sky
250,Marrakesh,MA,2021-10-09 20:44:00,31.6315,-8.0083,78.87,50,0,10.36,clear sky
251,Scottsbluff,US,2021-10-09 20:44:01,41.8666,-103.6672,71.83,31,20,10.0,few clouds
252,Kirakira,SB,2021-10-09 20:44:02,-10.4544,161.9205,80.01,82,100,1.97,overcast clouds
253,Esperance,AU,2021-10-09 20:43:27,-33.8667,121.9,49.84,59,100,5.23,overcast clouds
254,Suntar,RU,2021-10-09 20:44:02,62.1444,117.6319,36.91,96,100,11.34,overcast clouds
255,Aklavik,CA,2021-10-09 20:41:24,68.2191,-135.0107,32.0,86,75,6.91,broken clouds
256,Byron Bay,AU,2021-10-09 20:44:03,-28.65,153.6167,73.06,79,8,14.07,clear sky
257,Ganzhou,CN,2021-10-09 20:44:03,28.8184,115.4327,72.61,90,100,4.74,overcast clouds
258,Ancud,CL,2021-10-09 20:41:44,-41.8697,-73.8203,63.93,77,1,6.85,clear sky
